         4267112 function calls (4191631 primitive calls) in 99.764 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2937    0.007    0.000    0.009    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/tempfile.py:142(rng)
      890    0.007    0.000    0.007    0.000 {built-in method posix.kill}
     5912    0.007    0.000    0.020    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copy.py:259(_reconstruct)
     3560    0.007    0.000    0.011    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/reduction.py:191(DupFd)
     4389    0.007    0.000    0.012    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/collections/__init__.py:814(__add__)
     1780    0.007    0.000    0.010    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/process.py:350(__reduce__)
     1920    0.007    0.000    0.021    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/bezier.py:95(split_de_casteljau)
    12254    0.007    0.000    0.007    0.000 {method 'append' of 'collections.deque' objects}
     6667    0.006    0.000    0.017    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/path.py:202(_update_values)
     4895    0.006    0.000    0.472    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/popen_fork.py:24(poll)
    25781    0.006    0.000    0.006    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:110(__init__)
     7328    0.006    0.000    0.024    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/synchronize.py:97(__exit__)
     8080    0.006    0.000    0.021    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copy.py:210(_deepcopy_tuple)
        1    0.006    0.006   99.794   99.794 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/shuffle_all_cxs/optimize_cx_list.py:112(optimize_cx_list)
      890    0.006    0.000    0.007    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/spawn.py:138(_check_not_importing_main)
    43590    0.006    0.000    0.006    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_collection/_collection_manager.py:51(is_available_to_reassign)
       89    0.006    0.000    0.621    0.007 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_collection/_collection_manager.py:123(__exit__)
     2196    0.006    0.000    0.009    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1618(__getitem__)
       21    0.006    0.000    0.006    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/linalg/linalg.py:492(inv)
    48987    0.006    0.000    0.006    0.000 {function RcParams.__getitem__ at 0x116726980}
     2848    0.006    0.000    0.006    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/context.py:197(get_start_method)
      670    0.006    0.000    0.062    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:48(__init__)
     3698    0.006    0.000    0.012    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:749(__init__)
     5912    0.006    0.000    0.006    0.000 {method '__reduce_ex__' of 'object' objects}
      890    0.006    0.000    0.045    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/ipykernel/ipkernel.py:768(init_closure)
     1878    0.006    0.000    0.090    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/synchronize.py:84(_cleanup)
     5089    0.006    0.000    3.001    0.001 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_collection/_collection_manager.py:34(send_message)
      660    0.006    0.000    0.038    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:583(_draw_paths_with_artist_properties)
     6726    0.006    0.000    0.006    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:104(__init__)
    17997    0.006    0.000    0.014    0.000 <frozen abc>:117(__instancecheck__)
     8659    0.005    0.000    0.160    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:264(__enter__)
     4270    0.005    0.000    0.318    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_collection/_collection_manager.py:569(_distribute_work_within_a_job)
    37200    0.005    0.000    0.005    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_collection/_collection_manager.py:553(<lambda>)
     1920    0.005    0.000    0.009    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py:5563(append)
     7839    0.005    0.000    0.008    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/colors.py:219(_is_nth_color)
     9782    0.005    0.000    0.066    0.000 {built-in method builtins.any}
      640    0.005    0.000    0.071    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:26(_get_textbox)
    10532    0.005    0.000    0.005    0.000 {built-in method numpy.asanyarray}
       89    0.005    0.000    0.007    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_data/_collection_options.py:68(combine)
      890    0.005    0.000    0.072    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/context.py:85(BoundedSemaphore)
      960    0.005    0.000    0.538    0.001 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:2825(__call__)
10454/7594    0.005    0.000    0.006    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:164(_invalidate_internal)
     3548    0.005    0.000    0.091    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:65(_get_text_metrics_with_cache)
      890    0.005    0.000    0.005    0.000 {method 'write' of '_io.BufferedWriter' objects}
       21    0.005    0.000    0.005    0.000 {built-in method builtins.dir}
      640    0.005    0.000    0.100    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:557(update_bbox_position_size)
     7328    0.005    0.000    0.005    0.000 {built-in method _struct.unpack}
     1920    0.005    0.000    0.328    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/bezier.py:316(split_bezier_intersecting_with_closedpath)
2027/2022    0.005    0.000    0.026    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1108(get_points)
     4395    0.005    0.000    0.005    0.000 {built-in method numpy.array}
     1920    0.005    0.000    0.006    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/bezier.py:203(<listcomp>)
     2196    0.005    0.000    0.025    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_collection/_collection_manager.py:521(<listcomp>)
    11940    0.005    0.000    0.026    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:414(pchanged)
      640    0.004    0.000    0.021    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:4031(get_path)
     1760    0.004    0.000    0.013    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:680(__init__)
     8853    0.004    0.000    0.011    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:1347(_to_unmasked_float_array)
  1898/10    0.004    0.000    1.033    0.103 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:53(draw_wrapper)
     3738    0.004    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:352(__init__)
     7328    0.004    0.000    0.013    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/synchronize.py:94(__enter__)
        4    0.004    0.001    0.389    0.097 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/networkx/drawing/nx_pylab.py:1236(draw_networkx_edge_labels)
      960    0.004    0.000    0.566    0.001 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/networkx/drawing/nx_pylab.py:1379(_get_arrow_path_disp)
     6134    0.004    0.000    0.013    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:102(_stale_axes_callback)
      890    0.004    0.000    0.004    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
     1920    0.004    0.000    0.518    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:2805(_clip)
     3497    0.004    0.000    0.013    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2341(__init__)
    12138    0.004    0.000    0.004    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     8559    0.004    0.000    0.006    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:279(_is_owned)
     2661    0.004    0.000    0.008    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:40(_wrapit)
    23496    0.004    0.000    0.004    0.000 {method 'random' of '_random.Random' objects}
     5616    0.004    0.000    0.144    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:142(_check_alive)
    14661    0.004    0.000    0.004    0.000 {method 'getvalue' of '_io.BytesIO' objects}
    26274    0.004    0.000    0.004    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:292(axes)
     1216    0.004    0.000    0.047    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/artist.py:784(set_clip_path)
     4963    0.004    0.000    0.067    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2408(transform_affine)
    14748    0.004    0.000    0.004    0.000 {method 'write' of '_io.BytesIO' objects}
     7594    0.004    0.000    0.010    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:155(invalidate)
     6539    0.004    0.000    0.027    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/collections/__init__.py:721(copy)
     9900    0.004    0.000    0.005    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py:348(iterable)
6726/5649    0.004    0.000    0.034    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:141(__exit__)
      320    0.004    0.000    0.040    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/networkx/drawing/nx_pylab.py:606(__call__)
      729    0.004    0.000    0.037    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:157(_reset_visual_defaults)
     2239    0.004    0.000    0.094    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/sinter/_data/_existing_data.py:27(add_sample)
    55143    0.004    0.000    0.004    0.000 {built-in method builtins.id}
21065/12887    0.004    0.000    0.022    0.000 {built-in method builtins.hash}
     6314    0.004    0.000    0.006    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/figure.py:65(_stale_figure_callback)
     2477    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
     4603    0.003    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:1161(ident)
      890    0.003    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:1317(_make_invoke_excepthook)
    10888    0.003    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/connection.py:134(_check_closed)
      593    0.003    0.000    0.029    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/patches.py:800(get_patch_transform)
     4964    0.003    0.000    0.005    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2412(transform_non_affine)
    11570    0.003    0.000    0.005    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/context.py:365(get_spawning_popen)
      188    0.003    0.000    0.028    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:2159(_raw_ticks)
     6726    0.003    0.000    0.010    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:287(helper)
      890    0.003    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/queues.py:57(__getstate__)
     3560    0.003    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/connection.py:168(fileno)
     2836    0.003    0.000    0.007    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/text.py:1292(_preprocess_math)
     6853    0.003    0.000    0.003    0.000 {built-in method stim._stim_polyfill.target_rec}
     2463    0.003    0.000    0.021    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:804(from_extents)
5028/4939    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
    19644    0.003    0.000    0.003    0.000 /Users/pderks/Documents/ldpc_optimization/ldpc_optimization/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1926(get_matrix)
     2680    0.003    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:1446(current_thread)
      890    0.003    0.000    2.418    0.003 /opt/homebrew/Cellar/python@3.11/3.11.5/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:938(start)
